Vessel	branches from
ID	SC 'connected to' some %
VCCF:1000708	VCCF:1000749
VCCF:1000750	VCCF:1000701
VCCF:1000708	VCCF:1000750
VCCF:1000751	VCCF:1000701
VCCF:1000752	VCCF:1000751
VCCF:1000704	VCCF:1000752
VCCF:1000753	VCCF:1000701
VCCF:1000752	VCCF:1000753
VCCF:1000754	VCCF:1000637
VCCF:1000755	VCCF:1000754
VCCF:1000756	VCCF:1000754
VCCF:1000757	VCCF:1000754
VCCF:1000758	VCCF:1000754
VCCF:1000759	VCCF:1000637
VCCF:1000760	VCCF:1000759
VCCF:1000761	VCCF:1000759
VCCF:1000762	VCCF:1000761
VCCF:1000763	VCCF:1000762
VCCF:1000764	VCCF:1000761
VCCF:1000765	VCCF:1000764
VCCF:1000766	VCCF:1000765
VCCF:1000767	VCCF:1000761
VCCF:1000768	VCCF:1000761
VCCF:1000769	VCCF:1000768
VCCF:1000766	VCCF:1000769
VCCF:1000770	VCCF:1000768
VCCF:1000766	VCCF:1000770
VCCF:1000771	VCCF:1000759
VCCF:1000772	VCCF:1000637
VCCF:1000773	VCCF:1000772
VCCF:1000774	VCCF:1000772
VCCF:1000775	VCCF:1000772
VCCF:1000776	VCCF:1000637
VCCF:1000777	VCCF:1000776
VCCF:1000778	VCCF:1000777
VCCF:1000779	VCCF:1000778
VCCF:1000780	VCCF:1000779
VCCF:1000781	VCCF:1000778
VCCF:1000782	VCCF:1000637
VCCF:1000783	VCCF:1000637
VCCF:1000784	VCCF:1000783
VCCF:1000785	VCCF:1000783
VCCF:1000786	VCCF:1000783
VCCF:1000787	VCCF:1000637
VCCF:1000788	VCCF:1000637
VCCF:1000789	VCCF:1000637
VCCF:1000790	VCCF:1000637
VCCF:1000791	VCCF:1000637
VCCF:1000792	VCCF:1000791
VCCF:1000793	VCCF:1000791
VCCF:1000794	VCCF:1000631
VCCF:1000795	VCCF:1000794
VCCF:1000796	VCCF:1000795
VCCF:1000797	VCCF:1000796
VCCF:1000798	VCCF:1000796
VCCF:1000799	VCCF:1000796
VCCF:1000800	VCCF:1000796
VCCF:1000801	VCCF:1000796
VCCF:1000802	VCCF:1000796
VCCF:1000803	VCCF:1000795
VCCF:1000804	VCCF:1000795
VCCF:1000805	VCCF:1000804
VCCF:1000806	VCCF:1000804
VCCF:1000807	VCCF:1000804
VCCF:1000808	VCCF:1000804
VCCF:1000809	VCCF:1000795
VCCF:1000760	VCCF:1000809
VCCF:1000761	VCCF:1000809
VCCF:1000771	VCCF:1000809
VCCF:1000810	VCCF:1000795
VCCF:1000811	VCCF:1000795
VCCF:1000812	VCCF:1000795
VCCF:1000813	VCCF:1000795
VCCF:1000814	VCCF:1000795
VCCF:1000815	VCCF:1000795
VCCF:1000816	VCCF:1000795
VCCF:1000817	VCCF:1000795
VCCF:1000818	VCCF:1000795
VCCF:1000819	VCCF:1000795
VCCF:1000820	VCCF:1000819
VCCF:1000821	VCCF:1000819
VCCF:1000822	VCCF:1000819
VCCF:1000823	VCCF:1000795
VCCF:1000824	VCCF:1000795
VCCF:1000825	VCCF:1000794
VCCF:1000826	VCCF:1000825
VCCF:1000803	VCCF:1000826
VCCF:1000827	VCCF:1000826
VCCF:1000828	VCCF:1000826
VCCF:1000829	VCCF:1000825
VCCF:1000830	VCCF:1000829
VCCF:1000831	VCCF:1000830
VCCF:1000832	VCCF:1000831
VCCF:1000833	VCCF:1000832
VCCF:1000834	VCCF:1000833
VCCF:1000835	VCCF:1000834
VCCF:1000836	VCCF:1000834
VCCF:1000837	VCCF:1000832
VCCF:1000838	VCCF:1000832
VCCF:1000839	VCCF:1000838
VCCF:1000839	VCCF:1000832
VCCF:1000840	VCCF:1000829
VCCF:1000841	VCCF:1000840
VCCF:1000842	VCCF:1000841
VCCF:1000843	VCCF:1000841
VCCF:1000844	VCCF:1000841
VCCF:1000845	VCCF:1000841
VCCF:1000846	VCCF:1000841
VCCF:1000847	VCCF:1000841
VCCF:1000848	VCCF:1000840
VCCF:1000849	VCCF:1000840
VCCF:1000850	VCCF:1000840
VCCF:1000851	VCCF:1000840
VCCF:1000852	VCCF:1000840
VCCF:1000853	VCCF:1000840
VCCF:1000854	VCCF:1000829
VCCF:1000855	VCCF:1000829
VCCF:1000856	VCCF:1000855
VCCF:1000857	VCCF:1000856
VCCF:1000858	VCCF:1000857
VCCF:1000859	VCCF:1000856
VCCF:1000860	VCCF:1000856
VCCF:1000861	VCCF:1000860
VCCF:1000862	VCCF:1000856
VCCF:1000863	VCCF:1000862
VCCF:1000864	VCCF:1000856
VCCF:1000865	VCCF:1000864
VCCF:1000866	VCCF:1000864
VCCF:1000867	VCCF:1000864
VCCF:1000868	VCCF:1000864
VCCF:1000861	VCCF:1000864
VCCF:1000869	VCCF:1000829
VCCF:1000870	VCCF:1000869
VCCF:1000871	VCCF:1000869
VCCF:1000872	VCCF:1000869
VCCF:1000873	VCCF:1000829
VCCF:1000874	VCCF:1000829
VCCF:1000875	VCCF:1000874
VCCF:1000876	VCCF:1000874
VCCF:1000877	VCCF:1000876
VCCF:1000878	VCCF:1000877
VCCF:1000879	VCCF:1000877
VCCF:1000880	VCCF:1000879
VCCF:1000881	VCCF:1000880
VCCF:1000882	VCCF:1000881
VCCF:1000883	VCCF:1000881
VCCF:1000884	VCCF:1000881
VCCF:1000885	VCCF:1000881
VCCF:1000886	VCCF:1000880
VCCF:1000887	VCCF:1000886
VCCF:1000888	VCCF:1000886
VCCF:1000889	VCCF:1000879
VCCF:1000890	VCCF:1000879
VCCF:1000891	VCCF:1000877
VCCF:1000892	VCCF:1000891
VCCF:1000893	VCCF:1000891
VCCF:1000894	VCCF:1000876
VCCF:1000895	VCCF:1000876
VCCF:1000896	VCCF:1000876
VCCF:1000897	VCCF:1000876
VCCF:1000856	VCCF:1000897
VCCF:1000898	VCCF:1000897
VCCF:1000899	VCCF:1000876
VCCF:1000900	VCCF:1000829
VCCF:1000901	VCCF:1000829
VCCF:1000902	VCCF:1000901
VCCF:1000903	VCCF:1000901
VCCF:1000904	VCCF:1000825
VCCF:1000905	VCCF:1000904
VCCF:1000906	VCCF:1000904
VCCF:1000907	VCCF:1000904
VCCF:1000908	VCCF:1000904
VCCF:1000909	VCCF:1000904
VCCF:1000910	VCCF:1000904
VCCF:1000911	VCCF:1000904
VCCF:1000912	VCCF:1000904
VCCF:1000913	VCCF:1000912
VCCF:1000914	VCCF:1000912
VCCF:1000915	VCCF:1000912
VCCF:1000916	VCCF:1000904
VCCF:1000917	VCCF:1000825
VCCF:1000918	VCCF:1000825
VCCF:1000919	VCCF:1000918
VCCF:1000920	VCCF:1000919
VCCF:1000921	VCCF:1000920
VCCF:1000922	VCCF:1000921
VCCF:1000923	VCCF:1000922
VCCF:1000924	VCCF:1000920
VCCF:1000925	VCCF:1000920
VCCF:1000926	VCCF:1000919
VCCF:1000927	VCCF:1000926
VCCF:1000928	VCCF:1000927
VCCF:1000929	VCCF:1000926
VCCF:1000930	VCCF:1000929
VCCF:1000931	VCCF:1000930
VCCF:1000932	VCCF:1000931
VCCF:1000933	VCCF:1000919
VCCF:1000921	VCCF:1000933
VCCF:1000934	VCCF:1000919
VCCF:1000935	VCCF:1000919
VCCF:1000936	VCCF:1000919
VCCF:1000937	VCCF:1000919
VCCF:1000938	VCCF:1000919
VCCF:1000939	VCCF:1000918
VCCF:1000940	VCCF:1000939
VCCF:1000828	VCCF:1000940
VCCF:1000941	VCCF:1000940
VCCF:1000942	VCCF:1000940
VCCF:1000943	VCCF:1000939
VCCF:1000944	VCCF:1000939
VCCF:1000832	VCCF:1000944
VCCF:1000945	VCCF:1000939
VCCF:1000946	VCCF:1000939
VCCF:1000947	VCCF:1000939
VCCF:1000948	VCCF:1000825
VCCF:1000949	VCCF:1000825
VCCF:1000950	VCCF:1000949
VCCF:1000760	VCCF:1000949
VCCF:1000951	VCCF:1000949
VCCF:1000952	VCCF:1000949
VCCF:1000953	VCCF:1000952
VCCF:1000954	VCCF:1000953
VCCF:1000761	VCCF:1000949
VCCF:1000771	VCCF:1000949
VCCF:1000955	VCCF:1000794
VCCF:1000956	VCCF:1000955
VCCF:1000957	VCCF:1000956
VCCF:1000958	VCCF:1000956
VCCF:1000959	VCCF:1000955
VCCF:1000960	VCCF:1000794
VCCF:1000961	VCCF:1000961
VCCF:1000962	VCCF:1000961
VCCF:1000963	VCCF:1000962
VCCF:1000964	VCCF:1000963
VCCF:1000965	VCCF:1000963
VCCF:1000966	VCCF:1000963
VCCF:1000967	VCCF:1000966
VCCF:1000968	VCCF:1000967
VCCF:1000969	VCCF:1000967
VCCF:1000970	VCCF:1000967
VCCF:1000971	VCCF:1000967
VCCF:1000972	VCCF:1000966
VCCF:1000973	VCCF:1000966
VCCF:1000974	VCCF:1000966
VCCF:1000975	VCCF:1000963
VCCF:1000976	VCCF:1000975
VCCF:1000977	VCCF:1000976
VCCF:1000978	VCCF:1000977
VCCF:1000979	VCCF:1000962
VCCF:1000980	VCCF:1000979
VCCF:1000981	VCCF:1000980
VCCF:1000982	VCCF:1000981
VCCF:1000983	VCCF:1000981
VCCF:1000984	VCCF:1000981
VCCF:1000985	VCCF:1000981
VCCF:1000986	VCCF:1000980
VCCF:1000987	VCCF:1000980
VCCF:1000988	VCCF:1000980
VCCF:1000989	VCCF:1000980
VCCF:1000990	VCCF:1000979
VCCF:1000991	VCCF:1000990
VCCF:1000992	VCCF:1000990
